Candidate Name,Office,Region,Question Order,Question,Answer,URL
Dave Larson,Supreme Court Justice Pos 5,Washington State,17,How would you describe your legal philosophy?,"My legal philosophy is grounded in my oath as a judge. The oath of a Supreme Court Justice is similar to a trial judge's oath and provides as follows: ""I do solemnly swear, or affirm, that I will support the Constitution of the United States and the Constitution of the State of Washington, and that I will faithfully and impartially discharge the duties of the office of judge of the supreme court of the State of Washington to the best of my ability."" The law creates the boundaries that all of us need to operate within, but dignity and respect serve as the foundation of justice. Dignity and respect are as essential to humans as eating, drinking, and sleeping. Injustice is created in our interactions with each other, and the law and the courts need to focus on restoring justice when it is breached. However, sometimes the courts aggravate disputes by failing to recognize its core purpose as the peace keeping branch of government. We also lose focus in the judiciary when we fail to understand the part of human nature that craves justice through the delivery of dignity and respect. Court rules and court proceedings need to follow the principles of procedural justice. The four principles of procedural justice are dignity and respect, voice (being heard), neutral and transparent decision-making, and judges and lawyers adhering to trustworthy motives in what they do. The system breaks down and confidence is lost if the judiciary allows itself to depart from these principles.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,18,"Is there a particular judge, past or present, whom you admire?",Former Chief Justice Gerry Alexander.,"https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,19,Do you believe that empathy is an important quality for a judge?,Yes. A judge's heart (empathy) and mind (intellect) must be in balance. Too much of one or the other causes judges to make bad decisions.,"https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,20,"Have you ever been rated by a Bar Association? If so, what was the rating?","So far, I have been rated ""Exceptionally Well Qualified"" by each bar association evaluating me this year.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,21,What is your primary concern about today's legal system in your state?,"Our lack of any uniform strategy to address crime, addiction, and untreated mental illness in our communities. We are facing out of control crime in our communities. Instead of helping our communities, the current supreme court’s decisions have undermined efforts in the trial courts and in our communities to address this unprecedented crisis. Our trial courts are an essential tool used to protect the health and welfare of our communities and they need to be supported, not undermined. Our Supreme Court needs to be part of the solution and not part of the problem. The ""Blake"" case decided in 2021 is a prime example of what it means to be a part of the problem - the majority of justices made arguments in their decision that the lawyers did not make in their arguments, and subsequently declared our drug laws unconstitutional. Those same drug laws had been upheld by the Supreme Court on two previous occasions. The Blake decision put our state on its head because it essentially legalized drugs in Washington for two years. Much of the increased crime rates we’re seeing can be tied back to Blake, and it will take time before we completely recover from that decision. I have worked successfully with the legislature on common sense strategies that will reduce crime with compassion without sacrificing personal accountability, all of which are supported by judges, lawyers, legislators, mayors, police chiefs and sheriffs, those who advocate for people suffering from addiction and untreated mental illness, other leaders across our state, and the citizens who elect them. I want to bring that much needed leadership to our Supreme Court to work with the legislature and local government on solutions for the crime we are witnessing in our communities. We also need to provide therapeutic alternatives to family law cases. Although there is cause for hope, too many children and families are adversely affected by the current approach to divorce and family law.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,22,How does your state’s supreme court serve as part of the state government’s checks and balances?,The Washington Supreme Court has the final say on how the State Constitution is interpreted and enforced. Its purpose is to serve as a check on the power of the other two branches and to make sure that our form of government is preserved.,"https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,23,Do you believe that Bar Association ratings are an accurate reflection of a judge’s ability?,"It depends, because sometimes politics is injected into the process. I am in favor of forming a ""Judicial Elections Commission"" who would rate candidates in a non-partisan/bi-partisan manner using established criteria. The JEC would also serve to educate the public on what traits to look for in a judge so people could decide for themselves on how the various candidates rate for them. The JEC would also sponsor and promote debates and forums to help voters better understand judicial elections.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,24,Tell us your favorite joke.,I like situational comedy instead of one off jokes.,"https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,25,What organizations or individuals have endorsed your campaign?,"I have been endorsed by judges, lawyers, mayors, law enforcement officials, legislators, people in the recovery community, and others. A list will be provided upon request.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,26,What are your views on financial transparency and government accountability?,"All forms of transparency are essential, not just financial transparency. Public disclosure laws were adopted by citizen initiative and those laws need to be given full force and effect by the courts as written. It all goes back again to Article I, Sec. 1 of the State Constitution because transparency and accountability are mandatory, not an option. The government belongs to the people, not to government officials.","https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Dave Larson,Supreme Court Justice Pos 5,Washington State,27,"Do you support or oppose changes to the current state ballot initiative process? If so, what kind of changes would you consider?",This is not an issue for the judicial candidates to weigh in on. Ethics rules prohibit judges from giving opinions on matters that might come before the Court.,"https://ballotpedia.org/Dave_Larson_(Federal_Way_Municipal_Court,_Washington)"
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,1,Who are you? Tell us about yourself.,"I am a wife, mother, grandmother, veteran, former public defender, and judge, shaped by rural North Carolina roots and a family life centered on faith, service, work, and community. I learned early that dreams require discipline. I worked, raised a family, and went to college at night, balancing responsibilities, challenges, and long-term goals that were worth the work because the objective was not only personal achievement, but outcomes that help people. Some of my earliest systems lessons came through my children. When they were labeled, underestimated, or nearly placed on paths that did not reflect their true ability, I saw how easily institutions can misread people. That deepened my commitment to listening, preparation, and understanding the whole person and the whole system. I believe economic opportunity is connected to justice, stability, and dignity. My MBA in Organizational Development informs my work with the Washington State Microenterprise Association, which supports very small businesses that help families build income, independence, and community resilience. A microenterprise is a very small business that gives people a practical pathway to earn, build, and participate in the economy. As a Supreme Court justice, I would bring independent judgment, collegial decision-making, and disciplined reasoning. I will work respectfully with other justices, and when I disagree, I will provide clear, reasoned bases for my position under the law.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,2,Please list below 3 key messages of your campaign. What are the main points you want voters to remember about your goals for your time in office?,"Full-scope judicial readiness. I bring broad judicial experience directly relevant to the Washington Supreme Court. As a Superior Court judge, I have presided over felony criminal, civil, family, juvenile, child welfare, protection order, guardianship, involuntary treatment, probate, lower court appeal, and state agency appeal matters. I have also served as a pro tem judge for the Court of Appeals, Division II, and earlier served briefly as a pro tem district court judge. That breadth matters because Supreme Court decisions shape trial practice, appellate review, agency action, and public confidence statewide.Disciplined systems thinking. My approach is grounded in understanding how courts, statutes, agencies, local resources, and lived realities interact. Before the bench, I practiced in public defense, private practice, and representation of youth in foster care. I also served nearly 30 years in the U.S. Army and Army Reserve in Military Intelligence. My statewide service includes the DCYF Oversight Board, Sentencing Guidelines Commission, Joint Legislative Task Force on Jail Standards, Alternatives to Incarceration work, AOC Family Well-Being Collaborative, and Hague Convention work. I bring legal discipline informed by real systems experience.Tribal sovereignty and veteran service. Washington courts must understand Tribal sovereignty, treaty rights, jurisdiction, ICWA/WICWA, and government-to-government obligations. My family and juvenile court experience includes cases requiring respect for Tribes as sovereign governments, not simply interested parties. I also bring a veteran’s perspective shaped by nearly 30 years in U.S. Army and Army Reserve Military Intelligence. As the only veteran in this race, I seek to bring that service lens to the Supreme Court in a state with major military installations, deep military history, and hundreds of thousands of veterans, service members, and military families. I understand duty, restraint, readiness, and the rule of law.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,3,What areas of public policy are you personally passionate about?,"As a judicial candidate, I do not approach public policy as a legislator or executive would. A justice must not promise policy outcomes, but must apply the constitution, statutes, precedent, court rules, and the record with independence and restraint. I care deeply about the fair administration of justice, access to courts, clear judicial decisions, constitutional rights, and public confidence in an impartial judiciary. My experience in child welfare, family and juvenile court, public defense, state agency appeals, Tribal sovereignty issues, veterans’ service, and statewide justice-system work strengthens my ability to understand context while deciding each case fairly under the law.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,4,"Who do you look up to? Whose example would you like to follow, and why?","I look up first to my mother and the elders who shaped me in rural North Carolina. They modeled faith, hard work, service, resilience, and care for neighbors without needing recognition. In the law and in public service, I also look up to people who bring intellectual discipline, humility, clarity, independence, and deep respect for those affected by public systems. That includes not only judges, but also the multidisciplinary workgroups I have served with: attorneys, social workers, treatment providers, agency leaders, Tribal representatives, community advocates, and individuals with lived experience. Their perspectives have shown me that systems respond better when they are informed by both legal structure and real-world understanding. I want to follow that example: prepared, principled, steady, collaborative where appropriate, independent where required, and faithful to the law.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,5,What characteristics or principles are most important for an elected official?,"For any elected official, the most important characteristics are integrity, preparation, humility, accountability, and fidelity to the role entrusted to them. Public service is not about personal power; it is about responsibility, discipline, and stewardship. For a judge, those principles carry an even more specific obligation. A judge must be independent, impartial, patient, and faithful to the law. Judicial service requires careful listening, clear reasoning, respect for the constitution, respect for precedent, and the humility to decide only the issues properly before the court. I also believe elected officials must understand the real-world impact of their decisions while staying within the limits of their authority. The public should be able to trust that an elected official is prepared, honest, transparent in reasoning, respectful of others, and committed to serving the people rather than themselves.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,6,What do you believe are the core responsibilities for someone elected to this office?,"The core responsibility of a Washington Supreme Court justice is to serve as a final, independent interpreter of Washington law. As the court of last resort, the Supreme Court must resolve significant legal questions, protect constitutional rights, maintain the proper role of each branch of government, and publish clear, workable opinions that trial courts, appellate courts, agencies, attorneys, and the public can understand and apply statewide. I have carried out closely related responsibilities through appellate review of lower court decisions. In those matters, the task is not to retry the case, reweigh the facts, or substitute personal views for the law. It is to review the record, apply the correct legal standards, respect precedent, and explain the decision clearly enough that the parties and reviewing courts understand the reasoning. I have also handled state agency appeals and state-impact matters where the court’s decision can affect more than the immediate parties. Those cases require disciplined attention to statutory authority, administrative records, agency discretion, constitutional limits, and separation of powers. My service as a pro tem judge for the Court of Appeals, Division II, further strengthened my understanding of appellate judging: careful preparation, collegial deliberation, fidelity to precedent, and clear written analysis. On the Supreme Court, I would bring that same discipline to opinions that must guide the law for all Washingtonians.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,7,What legacy would you like to leave?,"I would like to leave a legacy of service, purpose, and positive impact. Personally, I hope my life empowers others, especially my children and grandchildren, to recognize their own gifts and use them in ways that best serve the world. Professionally, I would like to leave a legacy of helping make justice more understandable, accessible, and trustworthy. I want people to remember that I listened carefully, applied the law faithfully, treated people with dignity, and strengthened systems so they worked better for families, communities, courts, and the public. For me, legacy is not about position or recognition. It is about whether my work helped create stability, expanded understanding, supported accountability, and left people and institutions better prepared to serve with fairness, clarity, and care.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,8,What was your very first job? How long did you have it?,"My very first work was in the fields as a child in rural North Carolina, helping pick crops such as cucumbers and tobacco alongside adults. It taught me discipline, endurance, respect for working families, and the dignity of labor. And, my first W-2 job was in fast-food for 1 year until I completed a keyboarding class and qualified for an office clerk job in 1985.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,9,What is something that has been a struggle in your life?,"One struggle has been balancing family responsibilities, military service, work, education, and long-term goals without losing sight of purpose. I worked, raised a family, served, and went to school at night. Those seasons were demanding, but they taught me preparation, perseverance, humility, and the importance of pursuing outcomes that help others.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,10,How would you describe your legal philosophy?,"My legal philosophy starts with the facts and is grounded in following the law, protecting constitutional rights, respecting precedent, and treating every person with dignity. A judge must decide the issues properly before the court based on the constitution, statutes, court rules, precedent, and the record, not personal preference. I value clear reasoning, restraint, impartiality, and decisions that can be understood and applied.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,11,Do you believe that empathy is an important quality for a judge?,"Yes, but judicial empathy must be disciplined. As a trauma trained professional, empathy helps a judge listen carefully, understand context, and recognize the human impact of legal decisions. It cannot replace the law, change the burden of proof, or determine the outcome. Properly understood, empathy supports patience, fairness, dignity, and careful attention to the record.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,12,What organizations or individuals have endorsed your campaign?,"FairVote Washington, Washington Education Association, Washington State Labor Council, National Women's Political Caucus of Washington, Washington State Democratic Latino Caucus; see website below for others.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,13,What was the first historical event that happened in your lifetime that you remember?,"One of the first historical events I clearly remember was the death of Elvis Presley in 1977. I was a child in North Carolina, and a close aunt who loved Elvis was inconsolable for a long time. Because we were a musical family, his music was familiar in our home, alongside Motown and the other sounds that shaped our family and community life. I remember that moment not just as news, but as my first awareness that public figures could hold deep emotional meaning in people’s private lives. It taught me something about memory, culture, grief, and how shared music can connect people across generations.",https://ballotpedia.org/Sharonda_Amamilo
Sharonda Amamilo,Supreme Court Justice Pos 5,Washington State,14,"What concerns, if any, do you have about the legal system in your state?","My concerns include access to justice, the strain on public defense, rural court resources, behavioral health pressures, child welfare complexity, and public understanding of the courts. These are not issues for judges to solve by policy preference from the bench, but they are realities courts must understand when applying the law, managing cases, writing rules, and maintaining public confidence.",https://ballotpedia.org/Sharonda_Amamilo
